Date,Open*,High,Low,Close**,Volume,Market Cap,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,rsi,macd,macd_signal,macd_diff,bb_bbm,bb_bbh,bb_bbl,BTC_Volume,BTC_Market_Cap,Tweets_Count,Tweets_Vader_Sentiment,News_Vader_Sentiment,Cardano_Change,Gold_Price_binary,Oil_Price_binary,Nasdaq_Close_binary,S&P500_Close_binary,BTC_Close_binary,BTC_Volume_binary,BTC_Market_Cap_binary,Tweets_Count_binary,Tweets_Vader_Sentiment_binary,News_Vader_Sentiment_binary,Cardano_Change_lag_1,Cardano_Change_lag_2,Cardano_Change_lag_3,Cardano_Change_lag_4,Cardano_Change_lag_5
2022-12-31,0.2441,0.246,0.2404,0.2456,159952057.0,8475819239.0,1579865420.4307415,-1650001189.0,0.45759250186328976,-1922868.3582253933,-1.6980087977236787e-05,-3.0633964486520045e-05,-71110266.09314871,0.28690374362687665,0.0,784.2355539645632,0.2729916666666667,0.3238130177134681,0.22217031561986528,37.23289554391873,0.23051024714551888,0.0,0.0,0.26161,0.27099,0.25223,7.170979702610755,-0.35341151385927494,0.0,1.0,0.2404,0.3409,0.29064999999999996,36.814310571140744,0.051741293532338424,0.017782900000000004,0.0,-0.01979992255279367,-0.014034893241288593,-0.005765029311505077,0.2729916666666667,0.2729916666666667,0.26917734382612984,0.2889772663789235,0.19048504260744836,0.5843329898577786,-0.39384794725033023,-0.6206176745140711,11.168363931681526,0.04950833333333332,-437.7562271180294,-404.3908450250999,-33.36538209292951,0.2602,0.29064999999999996,0.275425,0.29064999999999996,0.0,0.0,0.0,0.0,-88.87063655030805,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.2404,0.2858596516328595,0.0,0.0,3.425091861647033,0.0,0.0,0.0,-97.10023537095257,49.353192715275796,5.174129353233842,4.44790868134337,-94.82587064676616,-0.021549166666666703,0.0,-6.851723251762953,-4.738035725424849,-2.1136875263381043,-23.47739947701026,-13.585774053767059,-9.8916254232432,0.25454404958230725,-0.36511156186611604,-0.3657797209757341,-23.84496124031008,3.425091861647033,-0.01979992255279367,-0.014034893241288593,-0.005765029311505077,0.2729916666666667,0.3238130177134681,0.22217031561986528,-0.7736378793661143,-0.15639826344603752,0.004835785425505083,-0.7921011790930552,-0.8245792583805435,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0
2022-12-30,0.2484,0.2485,0.2411,0.2441,214425739.0,8425105471.0,1539298388.7280393,-1864426928.0,0.41977215999051554,-1694121.251121766,5.521725169383707e-06,-2.7620990348528065e-05,-72419869.54795328,0.28442809728951124,5.759097076542631,784.2355539645632,0.27076923076923076,0.32196703027815704,0.21957143126030448,37.81655645545691,0.2395470994355822,0.0,0.0,0.25722,0.26532,0.24912,6.298110566829948,-0.3098765432098765,0.0,1.0,0.2404,0.3409,0.29064999999999996,37.116477272727266,0.036815920398010044,0.01674461,0.0,-0.02033373349512696,-0.015294661292056266,-0.005039072203070694,0.26645833333333335,0.27076923076923076,0.2653192909298022,0.2856530244249292,0.20808524137101378,0.5858480815843843,-0.3777628402133705,-0.6877939704633422,11.91467614250961,0.04633076923076923,-442.8140726582491,-412.6242372724661,-30.189835385783,0.2599,0.29064999999999996,0.275275,0.29064999999999996,0.0,0.0,0.0,0.0,-80.29151685939159,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.2404,0.27767691433894476,0.0,0.0,3.320300489359937,0.0,0.0,0.0,-96.92847344087221,50.65381063423872,3.6815920398010045,3.744737189612097,-96.31840796019898,-0.02120461538461535,-24.310077519379846,-7.118332997195606,-5.214095179779001,-1.9042378174166048,-22.971845501250705,-15.462988343263788,-7.508857157986917,0.250644420333973,-0.6107491856677583,-0.6126218874072942,-24.310077519379846,3.320300489359937,-0.02033373349512696,-0.015294661292056266,-0.005039072203070694,0.27076923076923076,0.32196703027815704,0.21957143126030448,-0.6452307356659984,-0.153123296546093,0.27868483395479565,-1.3391432383924253,-0.42006031759708357,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0
2022-12-29,0.2604,0.2608,0.248,0.2484,209596269.0,8571407498.0,1342801886.5405397,-1654830659.0,0.34638813151709447,-1323351.9357186568,5.862699779259886e-05,-2.0986529722287534e-05,-68727678.0006366,0.28269642484184276,10.933581753021414,798.0504367259217,0.26917142857142856,0.3198344287968074,0.21850842834604972,37.64366856784332,0.29500396266481443,0.0,0.0,0.25479666666666667,0.2634566666666666,0.24613666666666667,6.797577153023959,0.13067744418783755,0.0,0.0,0.2404,0.3409,0.29064999999999996,37.33680076425007,0.07960199004975133,0.016740148999999996,18.30671369260033,-0.020177218039745703,-0.016271172641594153,-0.0039060453981515503,0.2607333333333333,0.26917142857142856,0.26271632309444803,0.28289354113419374,0.24897143189749082,0.562453680157085,-0.31348224825959414,-0.7447876335548309,12.758325912215001,0.026028571428571456,-443.94521759398424,-419.8593120515451,-24.08590554243915,0.25534999999999997,0.29064999999999996,0.27299999999999996,0.29064999999999996,0.0,0.0,0.0,0.0,-52.2127052105641,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.2404,0.2709670697579347,0.0,0.0,11.663899213291245,0.11663899213291246,0.0,0.0,-95.29938623489458,41.5699635143982,7.960199004975133,5.60530679933666,-92.03980099502486,-0.019663571428571447,-21.665089877010402,-7.132442104846223,-5.597764564792445,-1.534677540053778,-22.525055258302526,-16.875401726271537,-5.649653532030989,0.2501462095978368,1.7615731257681233,1.7462372660409287,-22.976744186046517,11.663899213291245,-0.020177218039745703,-0.016271172641594153,-0.0039060453981515503,0.26917142857142856,0.3198344287968074,0.21850842834604972,-0.6851199835148257,-0.15076924986634374,0.3255096404008534,-1.2412414998076655,-0.6738279057558135,0,0,0,1,1,1,0,1,0,1,1,0.0,0.0,1.0,0.0,1.0
2022-12-28,0.2653,0.266,0.2575,0.2604,164331309.0,8985284421.0,1290602529.5640695,-1490499350.0,0.31938389455065547,-852590.8437588486,3.801770969888657e-05,-1.677194119220367e-05,-60788967.42092647,0.27760063563389215,14.733656443217356,836.6035979204107,0.2685866666666667,0.3177270026669651,0.21944633066636832,36.591791104273014,0.416701152932522,0.0,0.0,0.2533866666666667,0.26176666666666665,0.24500666666666665,6.614396969059142,0.9184566428003206,0.0,0.0,0.2404,0.3409,0.29064999999999996,37.41808975377282,0.19900497512437834,0.016826134099999994,18.920177336631845,-0.01886738720672909,-0.016790415554621144,-0.002076971652107948,0.25783333333333336,0.2685866666666667,0.2623599656953022,0.28122735290203127,0.4794745484400655,0.9298029556650246,-0.4503284072249591,-0.7839101546997617,13.61168429205526,0.008513333333333317,-442.80278942496255,-425.847694550936,-16.955094874026543,0.255,0.29064999999999996,0.272825,0.29064999999999996,0.0,0.0,0.0,0.0,-21.678609278856005,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.2404,0.2709670697579347,1.0,0.0,29.856773879421212,1.0,0.0,0.0,-89.84617604901206,50.556987267479045,19.900497512437834,10.51409618573799,-80.09950248756216,-0.01635333333333333,-11.78861788617886,-6.708944564614154,-5.820000564756787,-0.8889439998573669,-23.47028092911197,-18.194377566839623,-5.275903362272345,0.25090941540033207,4.8309178743961345,4.717856027509049,-19.255813953488364,29.856773879421212,-0.01886738720672909,-0.016790415554621144,-0.002076971652107948,0.2685866666666667,0.3177270026669651,0.21944633066636832,-0.6157557816662454,-0.15623892850654916,0.39414094515572495,-1.5913532940832975,-0.8018812179709058,0,0,0,0,0,0,1,0,1,0,0,0.0,1.0,0.0,1.0,1.0
2022-12-27,0.2593,0.2653,0.258,0.2653,151542330.0,9155306256.0,1442144859.5640695,-1338957020.0,0.34398574298655293,-624712.5207932998,-4.817135911795203e-07,-1.7264729533535923e-05,-57937364.437055536,0.2631632708765385,25.350508507572187,852.3461387414935,0.26838125,0.3159877736469751,0.22077472635302492,35.47678807440914,0.46763836377920637,0.0,0.0,0.25289,0.26138000000000006,0.2444,6.714381747004647,1.2308598351001125,1.0,0.0,0.2404,0.3409,0.29064999999999996,37.44672923313382,0.24776119402985058,0.015873520689999993,19.107610609449857,-0.01723527031810662,-0.01687938650731824,-0.00035588381078838216,0.25685,0.26838125,0.2628122786652557,0.2800475489833623,0.45180136319376796,1.0,-0.548198636806232,-0.8048930177502337,14.457725462444355,0.010318749999999988,-436.7281537858656,-430.3149891612025,-6.413164624663068,0.2532,0.29064999999999996,0.271925,0.29064999999999996,0.0,0.0,15.230957479351476,21.951667176506582,-15.910600554839334,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.24091200000000002,0.2709670697579347,0.0,0.0,35.68178308043527,1.0,0.705546330710971,0.0,-83.83886383221804,52.52040361427322,45.4379562043795,24.43288424059749,-54.56204379562049,-0.013311875000000029,-4.25839047275353,-6.154408556930656,-5.8868821631915615,-0.2675263937390948,-24.55106113689095,-19.465714280849888,-5.085346856041063,0.251089894076899,1.881720430107503,1.8642350809279673,-17.736434108527142,35.68178308043527,-0.01723527031810662,-0.01687938650731824,-0.00035588381078838216,0.26838125,0.3159877736469751,0.22077472635302492,-0.650174919333503,-0.1463494440320606,0.240988329126381,-1.2859090652072873,-0.6906154877459062,0,0,0,0,0,0,1,0,1,1,0,1.0,0.0,1.0,1.0,1.0
2022-12-26,0.2594,0.2599,0.2553,0.2593,118238326.0,8945785641.0,1529538404.8684149,-1457195346.0,0.3548241951427968,-636815.0115371142,-1.5756312382162644e-05,-6.199167587494356e-06,-60611431.365061566,0.25904511704341343,28.513239199032782,833.0695581442491,0.2678470588235294,0.31422946510497135,0.22146465254208741,34.633500539575415,0.40786313703015914,0.0,0.0,0.25239,0.25959999999999994,0.24518,5.713380086374236,0.9791955617198358,0.0,0.0,0.2404,0.3409,0.29064999999999996,37.52141257082619,0.1880597014925371,0.01528616862099999,19.064189988148346,-0.01623876540174307,-0.016751262286203206,0.0005124968844601348,0.25523333333333337,0.2678470588235294,0.2622719281013702,0.27851069350311325,0.5452971725331793,0.86266589728794,-0.31736872475476063,-0.815127578784636,15.25887715047367,0.0012529411764706233,-431.1577077154646,-433.0975543025968,1.9398465871321946,0.2532,0.29064999999999996,0.271925,0.29064999999999996,0.0,0.0,14.559461951998557,22.174235778392607,-32.81212758972689,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.24141376,0.2709670697579347,0.0,0.0,32.15996952071957,0.9012993954989108,0.9670997984996369,0.0,-79.20920532918336,51.05113925626203,47.72727272727263,37.68857548136332,-52.27272727272737,-0.00991000000000003,-6.960889845712245,-5.830571601216293,-5.875620050796508,0.045048449580215255,-26.52542691943285,-20.87765680856648,-5.647770110866368,0.25130089540501105,-2.2615906520919715,-2.2875568599075358,-19.596899224806208,32.15996952071957,-0.01623876540174307,-0.016751262286203206,0.0005124968844601348,0.2678470588235294,0.31422946510497135,0.22146465254208741,-0.7559025091817901,-0.13414628515968194,0.03605232305621022,-1.382646940909923,-0.5189435615810002,1,0,0,0,0,1,1,1,1,0,1,0.0,1.0,1.0,1.0,0.0
2022-12-25,0.2594,0.2604,0.2574,0.2594,90666010.0,8948199841.0,1559760408.2017481,-1366529336.0,0.3543814931501754,-544546.2097460973,4.301501742494228e-06,-3.204466473723207e-06,-60576465.6843828,0.2578609018449153,33.20936274531638,833.3908344875367,0.26737777777777777,0.3126191823907871,0.22213637316476842,33.84081129630022,0.4118310113709013,0.0,0.0,0.25301666666666667,0.26006666666666667,0.24596666666666667,5.572755417956657,0.9527186761229327,0.0,0.0,0.2404,0.3409,0.29064999999999996,37.587267287234035,0.18905472636815943,0.014057551758899991,18.780662463606244,-0.015264993568105012,-0.016454008542583567,0.0011890149744785555,0.254425,0.26737777777777777,0.2618300930088517,0.2770950865769567,0.6146848602988954,0.8421052631578947,-0.22742040285899934,-0.8161613792966732,16.003608023967608,0.00032222222222222374,-420.70093237204367,-433.91503072096276,13.214098348919094,0.2532,0.29064999999999996,0.271925,0.29064999999999996,0.0,0.0,14.589054767107998,21.862828891811805,-28.806553434540533,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.24190548480000001,0.2709670697579347,0.0,0.0,32.27993894825451,0.8983470535157831,0.933215483004898,0.8686205374051686,-75.44164255092792,54.279946355478195,48.71794871794879,47.29439254986698,-51.28205128205121,-0.006698333333333362,-3.6046079524340344,-5.50893693449361,-5.8022834275359285,0.29334649304231863,-29.15858268075943,-22.533841983005072,-6.624740697754358,0.2515324882271205,0.03856536829929258,0.03855793377249839,-19.565891472868213,32.27993894825451,-0.015264993568105012,-0.016454008542583567,0.0011890149744785555,0.26737777777777777,0.3126191823907871,0.22213637316476842,-0.7622155142605845,-0.13889028775672135,-0.29651086303841384,-0.8101742747940318,-0.631477754031031,0,0,0,0,0,0,1,0,0,1,1,1.0,1.0,1.0,0.0,1.0
2022-12-24,0.2565,0.2623,0.2558,0.2594,178906111.0,8949518920.0,1579027220.1555953,-1187623225.0,0.34474576347801095,-466753.89406808343,5.449785893562267e-07,-2.510392605952527e-06,-60576465.6843828,0.25549697307980257,43.45587989318231,833.3908344875367,0.2669578947368421,0.3111365423914191,0.22277924708226515,33.09783941630702,0.4144621311641814,0.0,0.0,0.2537,0.26056,0.24684000000000003,5.407962160031526,0.915451895043732,0.0,0.0,0.2404,0.3409,0.29064999999999996,37.6463861835101,0.18905472636815943,0.013301796583009987,18.451722441619786,-0.014328106877156632,-0.01602882820949818,0.001700721332341549,0.2537333333333333,0.2669578947368421,0.2614562325459514,0.27578433942310804,0.6230717639168342,0.8202548625083835,-0.19718309859154937,-0.8094554473072068,16.777140932740988,-0.014157894736842092,-408.25595061203313,-432.6145459704694,24.358595358436276,0.2532,0.29064999999999996,0.271925,0.29064999999999996,100.0,0.0,15.05361849047889,21.16914802413687,-27.982446910086882,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.24238737510400002,0.2709670697579347,0.0,0.0,32.27993894825451,0.8983470535157831,0.8993311675101591,0.933215483004898,-72.34622394974014,51.95540873639452,63.54515050167233,53.33012398229792,-36.45484949832767,-0.005425789473684162,-3.1004856182293516,-5.1954026494501075,-5.680907271918765,0.48550462246865767,-27.673712909369776,-23.561816168278014,-4.111896741091762,0.2517230997683286,0.0,0.0,-19.565891472868213,32.27993894825451,-0.014328106877156632,-0.01602882820949818,0.001700721332341549,0.2669578947368421,0.3111365423914191,0.22277924708226515,-0.8145572591758501,-0.13858577237561315,-0.23627534187013985,-1.1408767397793105,-1.247730283314414,1,0,0,0,0,1,0,1,0,1,0,1.0,1.0,0.0,1.0,0.0
2022-12-23,0.2532,0.2568,0.2482,0.2565,174290867.0,8849277113.0,1741158259.225364,-1361914092.0,0.36620833272012104,-472280.9826726433,-3.2319536284135826e-05,-3.1662102651341414e-06,-62524975.76264032,0.25443976245625904,43.65937698227887,824.0738205322018,0.26643500000000003,0.309735636253986,0.2231343637460141,32.50371479271561,0.38527882198168045,0.0,0.0,0.25429,0.26144999999999996,0.24713000000000002,5.631365763498346,0.6543296089385493,0.0,0.0,0.2404,0.3409,0.29064999999999996,37.72026948411431,0.16019900497512443,0.01309161692470899,17.94805391472145,-0.013662134605021525,-0.015555489488602851,0.001893354883581326,0.25404166666666667,0.26643500000000003,0.26069373523118966,0.2743558698362112,0.6293754289636234,0.831159917638984,-0.20178448867536058,-0.798220790935482,17.618593514260148,-0.012635000000000007,-396.01023454467327,-428.90792064725616,32.897686102582895,0.2532,0.29064999999999996,0.271925,0.29064999999999996,100.0,0.0,14.216593807469815,23.76513543408371,-49.31334475950782,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.24285962760192,0.2709670697579347,0.0,0.0,30.46779402106803,0.8441970501213465,0.8802970523843042,0.9042812342997871,-69.93067376312875,55.69895760727262,55.136986301369866,55.800028506996995,-44.863013698630134,-0.006639999999999979,1.4636075949367011,-4.979712886470312,-5.540668394829075,0.560955508358763,-26.415202457987796,-24.132493426219973,-2.2827090317678227,0.25187257810682817,-1.1179645335389399,-1.1242607271519267,-20.465116279069772,30.46779402106803,-0.013662134605021525,-0.015555489488602851,0.001893354883581326,0.26643500000000003,0.309735636253986,0.2231343637460141,-0.6616553703181296,-0.14168475316456983,0.15494563424896807,-1.327776530672512,-0.5192926813757809,1,0,0,1,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0
2022-12-22,0.259,0.2592,0.2492,0.2532,204481179.0,8733063580.0,1700262023.4253633,-1566395271.0,0.30652265338825363,-501210.54096226644,8.313723582354754e-06,1.2813763252294053e-07,-65155727.77316665,0.2532561508563331,54.703048384632126,824.0738205322018,0.26297000000000004,0.29808832000537616,0.2278516799946239,26.70899342539158,0.3608988129485635,0.0,0.0,0.25492333333333334,0.2623533333333333,0.2474933333333334,5.829203551394508,0.3840287124270935,0.0,0.0,0.2404,0.3409,0.29064999999999996,38.2172871430201,0.1273631840796018,0.012782455232238088,17.406735216160676,-0.013247915478932448,-0.015093974686668772,0.0018460592077363235,0.25399166666666667,0.26580476190476193,0.2595408528879297,0.27278876836686217,0.7028199566160518,0.7997107736804047,-0.09689081706435287,-0.7851431869033223,18.53988129408928,-0.013170000000000043,-377.57421099820647,-422.22102996727585,44.646818969069386,0.25355,0.29064999999999996,0.2721,0.29064999999999996,100.0,0.0,14.7131109827464,22.559032193189367,-45.52488675051404,0.4866579203425013,0.514141992734821,4.0,44.0,-40.0,0.2433224350498816,0.2709670697579347,0.0,0.0,28.506660378091297,0.7855950079607275,0.8427130371992857,0.874113752364583,-68.11682685327743,57.22948093273707,49.99999999999989,56.227378934347364,-50.00000000000011,-0.007635714285714246,-0.23640661938536048,-4.856473951711928,-5.403829506205646,0.5473555544937181,-23.93312353518918,-24.092619448013814,0.15949591282463516,0.25191411567501176,-1.2865497076023469,-1.294897434080311,-21.488372093023266,28.506660378091297,-0.013247915478932448,-0.015093974686668772,0.0018460592077363235,0.26297000000000004,0.29808832000537616,0.2278516799946239,-0.6312014280296543,-0.13971201812002823,0.35830390917534866,-1.399599018487468,-0.5049110891422203,1,0,0,0,0,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0
